name,popularity,followers,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
Andris Nelsons,43,6053,51,931,0,0
Gabriel Fauré,63,210406,125,2813,0,0
Johannes Brahms,69,998991,105,3213,0,0
Hector Berlioz,43,121286,150,2747,0,0
Serge Koussevitzky,20,1680,116,1403,0,0
Ralph Vaughan Williams,53,105917,115,2060,0,0
BBC Symphony Chorus,18,281,151,1887,0,0
BBC Symphony Orchestra,55,40943,112,828,0,0
Sir Adrian Boult,45,4947,103,1267,0,0
David Oistrakh,42,40336,70,1501,0,0
Isaac Stern,48,28773,86,1453,0,0
Eugene Ormandy,54,13800,55,1373,0,0
Philadelphia Orchestra,60,37082,82,1443,0,0
Charles Münch,33,5727,76,1339,0,0
London Philharmonic Orchestra,66,240926,87,963,0,0
Richard Strauss,54,262353,141,1833,0,0
Anne-Sophie Mutter,47,67565,69,1513,0,0
Samuel Osborne Barber,0,4,6,57,0,0
Ruth Posselt,0,1,4,57,0,0
Sergei Koussevitzky,0,3,4,57,0,0
Ludwig van Beethoven,73,5377787,111,3516,0,0
Rudolf Serkin,28,9199,75,1006,0,0
Max Rudolf,7,92,85,554,0,0
Gewandhausorchester,52,18788,68,1106,0,0
Igor Stravinsky,51,371341,146,3701,0,0
Pyotr Ilyich Tchaikovsky,71,1398063,106,3187,0,0
Pierre Monteux,33,3542,108,1045,0,0
Dimitri Mitropoulos,21,2748,130,1552,0,0
Eric Delamater,0,2,10,373,0,0
San Francisco Symphony,51,29078,68,1180,0,0
Orchestre National de l'O.R.T.F.,13,146,117,2728,0,0
Donald Voorhees,8,38,55,425,0,0
Alexander Zakin,6,43,28,274,0,0
Hollywood Bowl Orchestra,31,824,49,866,0,0
Bell Telephone Hour Orchestra,2,10,23,323,0,0
Thomas Adès,34,14406,79,568,0,0
Kirill Gerstein,22,2531,54,854,0,0
Christianne Stotijn,17,465,44,474,0,0
Mark Stone,13,66,70,647,0,0
Ferruccio Busoni,46,9088,61,505,0,0
Sakari Oramo,44,1740,90,963,0,0
Seiji Ozawa,55,50190,101,1552,0,0
William Primrose,14,1780,52,529,0,0
Gioachino Rossini,55,236937,218,3442,0,0
Niccolò Paganini,57,462650,101,1445,0,0
Nicole Henriot-Schweitzer,0,19,6,181,0,0
Felix Mendelssohn,63,550782,126,2875,0,0
Kathleen Ferrier,20,7227,65,704,0,0
Hallé,46,4308,52,883,0,0
Sir John Barbirolli,47,8041,87,1350,0,0
Lorna Cooke de Varon,9,10,20,412,0,0
Itzhak Perlman,63,152622,41,1421,0,0
YOO YOUNG JIN,37,7974,7,104,0,0
f(x),54,1286687,4,54,0,0
Inyoung Park,17,960,7,17,0,0
The Notorious B.I.G.,80,10905092,15,534,0,0
Saviii 3rd,47,79048,18,101,0,0
El Potro De Sinaloa,50,554613,15,117,0,0
Chalino Sanchez,71,3171862,11,138,0,0
La Ley De Michoacan,47,125630,10,114,0,0
Tommy James,26,20951,11,157,0,0
John Cruz,50,18385,17,275,0,0
Mike Love,44,181007,19,316,0,0
J Boog,60,316890,26,406,0,0
Kimié Miner,42,33526,14,160,0,0
Eli-Mac,44,30756,12,151,0,0
Lily Meola,56,144422,7,56,0,0
Jake Shimabukuro,50,85865,15,252,0,0
Playing For Change,49,227151,7,99,0,0
Ziggy Marley,57,1241438,10,134,0,0
Haku Collective,13,94,2,13,0,0
Haku Keiki,6,139,1,6,0,0
Rob Sigurd,41,5010,7,72,0,0
JG Schofield,7,68,5,7,0,0
Snooktheindigo,2,27,3,2,0,0
Alpha Dixon,0,22,4,0,0,0
Jay1kflow,0,18,3,0,0,0
Reemo (100 FAM),0,64,4,0,0,0
The Joint,0,1276,3,0,0,0
YNR Solitario,0,0,1,0,0,0
CJVENENO,0,18,1,0,0,0
AJJ,52,257657,11,275,0,0
Kool Keith,41,92004,18,41,0,0
Ben Kweller,36,65320,13,36,0,0
Your Heart Breaks,20,2597,5,20,0,0
The Terrordactyls,14,1662,1,14,0,0
Harry and the Potters,17,15115,2,17,0,0
Open Mike Eagle,40,122254,31,290,0,0
Video Dave,24,1821,13,116,0,0
Lilith Ai,6,3314,2,6,0,0
Neeme Järvi,54,5079,84,489,0,0
Detroit Symphony Orchestra,34,6136,51,1026,0,0
Tiny Masters Of Today,5,639,2,5,0,0
Walter White,5,223,8,93,0,0
William Lucas,0,5,4,93,0,0
Middlemost Post Cast,2,663,2,2,0,0
lilbubblegum,58,289624,17,231,0,0
Pussy Riot,42,129908,33,286,0,0
Sub Urban,67,1748896,7,67,0,0
Dillon Francis,62,1141050,35,426,0,0
MIRANI,48,73482,25,116,0,0
070 Shake,69,560612,29,1064,1,0
James Brown,64,2198971,6,177,0,0
James Brown & The Famous Flames,60,195381,4,177,0,0
The JB's and Fred Wesley,8,3373,1,8,0,0
Guz,51,13113,47,459,0,0
Chapter & Verse,45,28044,24,388,0,0
Sturgill Simpson,67,916212,9,299,0,0
Rezz,61,549273,33,413,0,0
China Anne McClain,65,744249,12,344,0,0
Sofia Carson,71,3674296,21,791,1,0
Luke Benward,38,18203,3,110,0,0
Descendants 2 – Cast,0,12610,2,85,0,0
Descendants – Cast,56,71783,2,141,0,0
Descendants 3 – Cast,0,20765,2,85,0,0
Original Television Cast of Hairspray LIVE!,0,5471,1,0,0,0
The Cast of Schmigadoon! Season 2,24,540,1,24,0,0
Mario Bautista,58,1690883,31,536,0,0
Adriel Favela,66,1613401,31,376,0,0
Yahritza Y Su Esencia,64,823392,10,276,0,0
Oscar Ortiz,66,241834,20,249,0,0
BM,70,976093,35,278,0,0
Grupo Marca Registrada,80,4888532,26,375,0,0
Alex Favela,67,199001,36,274,0,0
El Frizian,56,54495,37,527,0,0
Kevin Ortiz,55,435981,24,238,0,0
Eden Muñoz,76,2125261,25,546,0,0
Panter Bélico,71,1095023,23,264,0,0
The Change,48,44775,10,261,0,0
Tony Aguirre,70,1002460,41,458,0,0
Ramon Vega,48,145009,12,186,0,0
LuisOn,30,5029,14,91,0,0
Charly,8,254,3,69,0,0
David Moreno,18,823,5,127,0,0
Taylor Diaz,35,37909,21,35,0,0
Sofía Meza,2,464,3,2,0,0
Padilla.644,0,62,4,0,0,0
Murda,63,1206324,36,696,0,0
Aitch,68,1157485,37,493,0,0
Melez,45,16312,13,306,0,0
Tanerman,41,30605,15,112,0,0
Lil Zey,55,440356,14,247,0,0
Jugglerz,54,15939,38,299,0,0
Geenaro & Ghana Beats,59,5985,17,385,0,0
Summer Cem,68,1110641,30,344,0,0
Artz,51,236321,17,219,0,0
Bugy,38,12800,12,160,0,0
Gentleman,56,480618,26,299,0,0
Patrice,51,165675,28,221,0,0
OMG,47,49561,15,247,0,0
Patron,59,1281388,17,59,0,0
Anıl Piyancı,59,1070807,29,110,0,0
Spanker,47,51065,25,234,0,0
Eno,63,685407,27,244,0,0
Büyük Ev Ablukada,53,346653,4,124,0,0
Killa Hakan,49,277741,23,249,0,0
Yung Kafa & Kücük Efendi,52,104982,13,323,0,0
Luciano,76,2326313,32,537,0,0
Christopher,63,443201,11,232,0,0
Layone,44,53777,21,147,0,0
BSS,62,852737,2,62,0,0
JEON SOYEON,55,1579420,15,55,0,0
pH-1,59,455851,26,269,0,0
Jay Park,68,2142388,25,307,0,0
Slom,43,29152,11,111,0,0
TimeFeveR,32,4460,25,32,0,0
BLASÉ,44,35690,27,301,0,0
HYOLYN,56,811538,16,56,0,0
Ash-B,37,76445,15,165,0,0
Babylon,39,35369,19,39,0,0
Jambino,40,9266,31,215,0,0
twlv,41,40063,17,80,0,0
Huckleberry P,30,15670,22,69,0,0
Queen WA$ABII,28,26173,13,145,0,0
1968,5,102,2,5,0,0
Ezequiel Peña,55,316859,6,110,0,0
Marco Flores Y La Jerez,54,249742,15,109,0,0
Betulio,0,25,2,44,0,0
Betulio Medina,30,18836,20,74,0,0
Afro Criollo,26,5542,11,26,0,0
Astrix,53,468081,33,117,0,0
Out of Range,11,2659,18,37,0,0
Evi Orgatz,7,330,31,81,0,0
Detune,10,288,7,36,0,0
Jahnatan,16,160,3,78,0,0
Earthspace,35,18475,25,61,0,0
Tokujoros,3,221,8,36,0,0
Michele Adamson,29,5242,38,222,0,0
Stylo,44,12260,28,344,0,0
Space Motion,52,59569,35,122,0,0
Unstable,36,4346,25,107,0,0
Jah Natan,0,11,3,33,0,0
Gaudium,39,21319,27,133,0,0
Twisted Sibling,10,2463,9,36,0,0
Tractor's Revenge,26,17814,8,52,0,0
Shanti V Deedrah,29,3012,28,250,0,0
Freedom Fighters,38,51625,38,117,0,0
Jah-Natan,2,52,3,28,0,0
Liquid Soul,48,127782,31,163,0,0
Vegas (Brazil),51,167521,35,91,0,0
Sesto Sento,39,89314,30,59,0,0
Loud,39,33056,19,130,0,0
Coming Soon!!!,32,24772,16,87,0,0
Zyce,40,41862,23,88,0,0
Major7,40,58099,23,91,0,0
Sir Neville Marriner,66,31564,104,1878,0,0
Alessandro Scarlatti,38,35827,124,811,0,0
Georg Philipp Telemann,53,138736,115,2377,0,0
Johann Sebastian Bach,78,4479433,113,3615,0,0
Tomaso Albinoni,53,181813,117,1122,0,0
Academy of St. Martin in the Fields,68,58192,97,1751,0,0
Arcangelo Corelli,58,133396,93,892,0,0
Christoph Willibald Gluck,55,39831,230,3213,0,0
George Frideric Handel,66,932642,144,4194,0,0
Henry Purcell,56,176298,158,1921,0,0
Giuseppe Tartini,43,59760,113,2554,0,0
Janoska Ensemble,22,4223,6,221,0,0
Camille Saint-Saëns,67,401581,141,3076,0,0
Claude Debussy,69,1567926,93,3134,0,0
Erich Wolfgang Korngold,38,15079,140,1317,0,0
Francis Poulenc,49,44243,174,3530,0,0
Fritz Kreisler,48,46210,121,2403,0,0
Sergei Rachmaninoff,65,758996,117,2605,0,0
Béla Bartók,49,115191,126,2555,0,0
Edvard Grieg,64,541314,126,2874,0,0
Frédéric Chopin,75,3358656,78,2708,0,0
Manuel de Falla,44,46599,164,2668,0,0
Samuel Barber,52,138907,151,2224,0,0
Maurice Ravel,60,522292,106,2538,0,0
Berliner Philharmoniker,74,225806,70,2315,0,0
Claudio Abbado,65,56374,73,1485,0,0
Robert Schumann,67,585173,119,3092,0,0
Anton Webern,30,20869,77,773,0,0
Sergei Prokofiev,58,279956,135,3224,0,0
Modest Mussorgsky,53,81106,140,2960,0,0
Erik Satie,68,862986,88,2381,0,0
Angel Romero,31,4098,51,1556,0,0
Alison Balsom,40,27906,54,1892,0,0
Pinnock’s Players,35,41,8,418,0,0
Trevor Pinnock,56,18968,36,982,0,0
Alessandro Marcello,43,16483,88,782,0,0
Jean-Pierre Rampal,42,16744,77,1440,0,0
Aram Khachaturian,55,80620,121,1921,0,0
Carl Nielsen,35,12412,102,1506,0,0
Carl Philipp Emanuel Bach,59,123781,114,1950,0,0
César Franck,45,51623,128,2708,0,0
Domenico Cimarosa,49,9105,105,1361,0,0
François Couperin,47,49676,104,2374,0,0
Giovanni Battista Pergolesi,47,66252,181,1516,0,0
Jacques Ibert,32,3732,134,1940,0,0
Jean Françaix,26,2371,142,1394,0,0
Joseph Haydn,57,640319,101,2810,0,0
Saverio Mercadante,23,1639,133,1372,0,0
Nikolaus Harnoncourt,51,48483,57,968,0,0
Jean-Philippe Rameau,55,81086,139,2485,0,0
Johann Pachelbel,59,176649,84,1515,0,0
Aaron Copland,47,99792,85,1006,0,0
Gustav Holst,55,178299,167,2299,0,0
Erich Kunzel,41,3852,45,501,0,0
Ton Koopman,52,29505,54,1000,0,0
Dietrich Buxtehude,38,30607,78,947,0,0
Girolamo Frescobaldi,35,20548,75,978,0,0
Heinrich Ignaz Franz von Biber,36,19445,91,1059,0,0
Marc-Antoine Charpentier,37,20718,117,1318,0,0
Michael Praetorius,39,9051,156,1118,0,0
Wilhelm Friedemann Bach,31,7733,95,947,0,0
Mstislav Rostropovich,52,61297,108,1558,0,0
Giacomo Puccini,62,476454,148,1145,0,0
Claudio Monteverdi,46,141780,175,1931,0,0
Franz Liszt,64,843868,108,2493,0,0
Frederick Delius,47,27861,119,2408,0,0
George Enescu,26,11169,122,2088,0,0
Gustav Mahler,58,345231,142,3010,0,0
Johann Strauss II,57,486377,162,2430,0,0
Richard Wagner,55,668929,171,2689,0,0
Edward Elgar,58,184946,152,3107,0,0
Tomás Luis de Victoria,37,14125,127,1853,0,0
Maarten Engeltjes,16,892,46,340,0,0
PRJCT Amsterdam,18,135,13,222,0,0
The English Concert,58,20726,34,711,0,0
Maurice André,37,15853,112,2471,0,0
La Serenissima,60,8153,17,291,0,0
Adrian Chandler,60,4019,17,291,0,0
Eric Franceries,14,74,10,96,0,0
Quatuor Europe,10,7,3,96,0,0
Daniel Hope,66,44970,74,862,0,0
Johann Sigismund Kusser,15,353,40,191,0,0
Air Ensemble,18,109,18,671,0,0
Miho Fukui,10,90,5,112,0,0
Dominik Worner,20,398,116,521,0,0
Ensemble F,10,32,5,112,0,0
The Stradivari Orchestra,19,84,15,496,0,0
Xiaoming Wang,18,22,4,128,0,0
Maja Weber,19,104,18,325,0,0
Heinz Holliger,43,9684,81,705,0,0
Enrico Dindo,16,691,40,1133,0,0
I Solisti di Pavia,19,96,20,1009,0,0
Mauro Monguzzi,10,60,15,82,0,0
Jordi Savall,53,133326,30,958,0,0
Alfia Bakieva,17,59,5,159,0,0
Les Musiciennes du Concert des Nations,17,69,4,159,0,0
Jennifer Bouton,6,16,2,78,0,0
Luka Faulisi,20,1098,8,208,0,0
{oh!} Orkiestra,22,34,13,208,0,0
Martyna Pastuszka,23,223,28,208,0,0
Herbert von Karajan,70,177264,80,2375,0,0
Anima Musicæ Chamber Orchestra,13,125,8,98,0,0
László Horváth,13,27,20,175,0,0
Ferhan Önder,6,31,7,151,0,0
Ferzan Önder,6,19,7,151,0,0
Sophie Dervaux,17,1407,11,178,0,0
La Folia Barockorchester,16,472,16,171,0,0
Le Concert de la Loge,38,977,27,384,0,0
Julien Chauvin,38,809,38,384,0,0
Giovanni Sollima,26,9066,72,557,0,0
Il Pomo D'oro,44,4276,58,518,0,0
Théotime Langlois de Swarte,31,2646,25,385,0,0
Le Consort,26,1309,10,195,0,0
George Smeddles,41,8269,21,145,0,0
Desaparecidos,35,3111,5,35,0,0
Thomas Newman,65,258081,13,137,0,0
Bunk,6,199,6,45,0,0
Woody Guthrie,41,198426,20,199,0,0
Budah,63,112255,60,377,0,0
Djonga,71,2798164,55,443,0,0
Vk Mac,47,65736,46,212,0,0
Dudu,59,234860,61,271,0,0
Yunk Vino,70,815310,49,225,0,0
Górdon,14,952,34,126,0,0
Pineapple StormTv,72,10622327,49,340,0,0
Chris MC,66,1020895,66,585,0,0
Nolly,42,6093,43,148,0,0
H3ndrix,15,1189,15,34,0,0
Psan9daplug,19,4386,19,34,0,0
KALLEBE,0,108,1,0,0,0
Axant,18,417,8,65,0,0
Jay Mundo,0,64,4,0,0,0
Nour,7,560,15,7,0,0
Gujo Teixeira,33,14349,8,110,0,0
Telmo de Lima Freitas,33,17564,7,78,0,0
Juliano Gomes,22,2985,8,114,0,0
Ramiro Amorim,24,253,6,90,0,0
Joca Martins,44,39307,19,149,0,0
Rogério Villagran,8,184,3,97,0,0
Diego Müller,21,1303,45,45,0,0
Kiko Goulart,9,347,4,75,0,0
Mário Barbará,9,2387,10,75,0,0
Catherine Vergnes,42,24348,21,78,0,0
André Teixeira,36,10814,19,164,0,0
CTG Porteira do Rio Grande,22,392,4,22,0,0
Acampamento da Canção Nativa,14,376,1,14,0,0
Juan Daniel Isernhagen,18,1144,2,18,0,0
Marcelo Oliveira MO,32,6565,27,209,0,0
Rafael Ferreira,6,88,2,6,0,0
Chico Bastos,7,324,5,69,0,0
Adilson Oliveira,4,144,2,4,0,0
João Fontoura,1,1413,3,1,0,0
ElGrandeToto,70,2954344,43,448,0,0
7liwa,52,639996,28,440,0,0
Astrovalk,15,848,3,61,0,0
Kouz1,54,912105,26,269,0,0
Norfafrica,34,4075,9,117,0,0
YP,10,2288,11,155,0,0
Di-Meh,39,96003,27,170,0,0
L'morphine,56,475384,11,193,0,0
Nessyou,39,291700,18,227,0,0
Koast,28,7347,14,156,0,0
Dollypran,46,445715,20,285,0,0
Caprice,21,734,12,201,0,0
Kaso,47,248741,12,93,0,0
Wegz,61,5898050,18,264,0,0
Soufiane Az,27,7405,17,151,0,0
LHAJ,32,36998,4,78,0,0
Flomine,17,1099,12,111,0,0
Miraa May,48,61493,32,291,0,0
Narco Polo,27,1658,18,157,0,0
Red M,17,386,8,123,0,0
Naar,36,167538,10,179,0,0
Inkonnu,53,1279947,11,202,0,0
Stormy,61,874646,30,285,0,0
Tagne,53,764222,20,326,0,0
Bu Kolthoum,43,106946,13,97,0,0
Rajieen,34,13355,1,34,0,0
Don Bigg,49,655979,20,340,0,0
Ktyb,41,119924,12,68,0,0
John Six,27,1224,9,102,0,0
ABSOLEM,37,8332,24,37,0,0
Mehdi Black Wind,27,30445,7,49,0,0
RUAMA,22,107,2,49,0,0
Shayfeen,44,318572,13,183,0,0
Aloha Live,15,925,4,100,0,0
Aykonz,15,248,5,100,0,0
Adrenaline Ent,26,5317,17,139,0,0
M RECORDS,14,125,3,31,0,0
M RECORDS Red M,0,1,1,0,0,0
